00Z 12 Sep 2017, 0.00, 14.97
12Z 12 Sep 2017, 0.00, 13.94
00Z 13 Sep 2017, 0.00, 26.22
12Z 13 Sep 2017, 0.00, 39.60
00Z 14 Sep 2017, 0.00, 34.84
12Z 14 Sep 2017, 0.00, 22.13
00Z 15 Sep 2017, 0.00, 21.27
12Z 15 Sep 2017, 0.00, 26.94
00Z 16 Sep 2017, 0.00, 24.66
12Z 16 Sep 2017, 0.00, 27.06
00Z 17 Sep 2017, 30.13, 32.51
12Z 17 Sep 2017, 232.89, 39.84
00Z 18 Sep 2017, 0.00, 39.39
12Z 18 Sep 2017, 0.00, 33.97
00Z 19 Sep 2017, 250.40, 38.64
12Z 19 Sep 2017, 156.11, 35.09
00Z 20 Sep 2017, 780.46, 29.96
12Z 20 Sep 2017, 1240.63, 35.66
00Z 21 Sep 2017, 1835.35, 31.44
12Z 21 Sep 2017, 1712.66, 39.65
00Z 22 Sep 2017, 1838.20, 34.28
12Z 22 Sep 2017, 539.34, 31.17
00Z 23 Sep 2017, 757.47, 34.99
12Z 23 Sep 2017, 131.24, 36.03
00Z 24 Sep 2017, 38.41, 28.35
12Z 24 Sep 2017, 0.00, 24.03
00Z 25 Sep 2017, 10.48, 26.95
12Z 25 Sep 2017, 167.61, 34.50
00Z 26 Sep 2017, 96.81, 33.17
12Z 26 Sep 2017, 40.74, 34.60
00Z 27 Sep 2017, 127.77, 38.86
12Z 27 Sep 2017, 0.00, 36.54
00Z 28 Sep 2017, 0.00, 23.09
12Z 28 Sep 2017, 0.00, 12.03
00Z 29 Sep 2017, 0.00, 16.20
12Z 29 Sep 2017, 0.00, 17.61
00Z 30 Sep 2017, 0.00, 9.33
12Z 30 Sep 2017, 0.00, 9.92
00Z 01 Oct 2017, 0.00, 8.98
12Z 01 Oct 2017, 0.00, 13.01
00Z 02 Oct 2017, 0.00, 18.18
12Z 02 Oct 2017, 0.00, 29.94
00Z 04 Oct 2017, 2.16, 39.50
12Z 04 Oct 2017, 247.62, 44.63
00Z 05 Oct 2017, 15.18, 42.83
12Z 05 Oct 2017, 0.00, 48.37
00Z 06 Oct 2017, 10.31, 41.04
12Z 06 Oct 2017, 0.00, 49.34
00Z 07 Oct 2017, 0.00, 45.49
12Z 07 Oct 2017, 0.00, 41.38
00Z 08 Oct 2017, 50.70, 24.09
12Z 08 Oct 2017, 0.00, 14.73
00Z 09 Oct 2017, 0.00, 20.41
12Z 09 Oct 2017, 26.54, 21.81
00Z 10 Oct 2017, 207.28, 27.38
12Z 10 Oct 2017, 8.57, 44.53
00Z 11 Oct 2017, 30.18, 40.67
12Z 11 Oct 2017, 0.00, 23.45
00Z 12 Oct 2017, 0.15, 21.20
12Z 12 Oct 2017, 10.35, 18.86
00Z 13 Oct 2017, 0.75, 13.54
12Z 13 Oct 2017, 0.00, 23.80
00Z 14 Oct 2017, 0.00, 28.40
12Z 14 Oct 2017, 0.00, 39.28
21Z 14 Oct 2017, 324.13, 36.35
00Z 15 Oct 2017, 477.96, 40.68
12Z 15 Oct 2017, 0.89, 37.87
00Z 16 Oct 2017, 0.01, 10.86
12Z 16 Oct 2017, 0.00, 8.71
00Z 17 Oct 2017, 0.00, 7.41
12Z 17 Oct 2017, 0.00, 12.74
00Z 18 Oct 2017, 0.00, 10.69
12Z 18 Oct 2017, 0.00, 10.55
00Z 19 Oct 2017, 0.00, 11.52
12Z 19 Oct 2017, 0.00, 17.18
00Z 20 Oct 2017, 0.00, 16.95
12Z 20 Oct 2017, 0.00, 17.33
00Z 21 Oct 2017, 0.00, 8.18
12Z 21 Oct 2017, 0.00, 18.01
00Z 22 Oct 2017, 137.97, 35.19
12Z 22 Oct 2017, 0.87, 39.07
00Z 23 Oct 2017, 0.01, 36.44
12Z 23 Oct 2017, 0.00, 33.44
00Z 24 Oct 2017, 0.00, 20.18
12Z 24 Oct 2017, 0.00, 12.87
00Z 25 Oct 2017, 0.00, 13.66
12Z 25 Oct 2017, 0.00, 6.19
